Nama_Bahan,Satuan,Harga_Rata_Rata,Bulan,Tahun
Minyak Goreng MINYAKITA Kemasan Botol 1 Liter,1 Liter,14098,Desember,2022
Minyak Goreng MINYAKITA Kemasan Pouch 1 Liter,1 Liter,13860,Desember,2022
Daging Sapi Murni / kg,kg,114855,Desember,2022
Telur Ayam Kampung,kg,36937,Mei,2018
Telur Ayam Kampung,kg,36980,Juni,2018
Telur Ayam Ras (Petelur) / kg,kg,28821,Desember,2022
Telur Ayam Kampung,kg,36988,Juli,2018
Susu Kental Manis Merk Bendera (397 gr/kl),397 gr/kl,11652,Desember,2022
Susu Kental Manis Merk Indomilk (390 gr/kl),390 gr/kl,11474,Desember,2022
Susu Bubuk Merk Bendera (Instant) / (400 gr/dos),400 gr/dos,39397,Desember,2022
Susu Bubuk Merk Indomilk (Instant) / (400 gr/dos),400 gr/dos,38498,Desember,2022
Jagung Pipilan Kering / kg,kg,7153,Desember,2022
Garam Beryodium  Bata / buah,Buah,1458,Desember,2022
Telur Ayam Kampung,kg,37027,Agustus,2018
Tepung Terigu / kg,kg,11620,Desember,2022
Kacang Kedelai Eks Impor / kg,kg,14289,Desember,2022
Kacang Kedelai Lokal,kg,13550,Desember,2022
Indomie Rasa Kari Ayam / bungkus,Bungkus,3021,Desember,2022
Cabe Merah Besar Keriting / kg,kg,28096,Desember,2022
Cabe Merah Besar,kg,24099,Desember,2022
Cabe Rawit / kg,kg,37528,Desember,2022
Bawang Merah,kg,31309,Desember,2022
Bawang Putih,kg,20501,Desember,2022
Ikan Asin Teri / kg,kg,72979,Desember,2022
Kacang Hijau / kg,kg,22613,Desember,2022
Kacang Tanah / kg,kg,27292,Desember,2022
Ketela Pohon / kg,kg,4561,Desember,2022
Kol/kubis (/kg),kg,8109,Desember,2022
Kentang / kg,kg,14000,Desember,2022
Tomat / kg,kg,12940,Desember,2022
Wortel / kg,kg,11314,Desember,2022
Buncis,kg,10797,Desember,2022
Telur Ayam Kampung,kg,37018,September,2018
Ikan Kembung / kg,kg,33114,Desember,2022
ikan Tuna / kg,kg,38449,Desember,2022
Ikan Tongkol / kg,kg,31654,Desember,2022
Ikan Cakalang / kg,kg,32702,Desember,2022
Beras Premium / kg,kg,12210,Januari,2023
Beras Mentik,kg,11958,Januari,2023
Beras Medium / kg,kg,10587,Januari,2023
Gula Kristal Putih / kg,kg,13059,Januari,2023
Minyak Goreng Bimoli Botol / Kemasan (Sps) 620 ml,620 ml,17087,Januari,2023
Minyak Goreng Curah / kg,kg,15758,Januari,2023
Minyak Goreng Kemasan Premium / liter,1 liter,20474,Januari,2023
Minyak Goreng Kemasan Premium 2 liter,2 Liter,39269,Januari,2023
Minyak Goreng Kemasan Sederhana / liter,1 Liter,16124,Januari,2023
Minyak Goreng MINYAKITA / liter,1 Liter,14623,Januari,2023
Minyak Goreng MINYAKITA Kemasan Pouch 1 Liter,1 Liter,14473,Januari,2023
Daging Sapi Paha Belakang / kg,kg,114518,Januari,2023
Daging Ayam Ras / kg,kg,31023,Januari,2023
Telur Ayam Kampung,kg,36965,Oktober,2018
Telur Ayam Ras / kg,kg,26885,Januari,2023
Telur Ayam Kampung,kg,37067,November,2018
Susu Kental Manis Merk Bendera (397 gr/kl),397 gr/kl,11652,Januari,2023
Susu Kental Manis Merk Indomilk (390 gr/kl),390 gr/kl,11498,Januari,2023
Susu Bubuk Merk Bendera (Instant) / (400 gr/dos),400 gr/dos,39618,Januari,2023
Susu Bubuk Merk Indomilk (Instant) / (400 gr/dos),400 gr/dos,38769,Januari,2023
Jagung Pipilan Kering / kg,kg,7359,Januari,2023
Garam Beryodium  Bata / buah,Buah,1532,Januari,2023
Telur Ayam Kampung,kg,37209,Desember,2018
Tepung Terigu / kg,kg,11641,Januari,2023
Kacang Kedelai Impor / kg,kg,14473,Januari,2023
Kacang Kedelai Lokal,kg,13662,Januari,2023
Indomie Rasa Kari Ayam / bungkus,Bungkus,3018,Januari,2023
Cabe Merah Keriting / kg,kg,35956,Januari,2023
Cabe Merah Besar,kg,31636,Januari,2023
Cabe Rawit Merah / kg,kg,50716,Januari,2023
Bawang Merah,kg,33571,Januari,2023
Bawang Putih,kg,22757,Januari,2023
Ikan Asin Teri / kg,kg,73604,Januari,2023
Kacang Hijau / kg,kg,22900,Januari,2023
Kacang Tanah / kg,kg,27230,Januari,2023
Ketela Pohon / kg,kg,4593,Januari,2023
Kol/kubis (/kg),kg,9488,Januari,2023
Kentang / kg,kg,14942,Januari,2023
Tomat / kg,kg,8238,Januari,2023
Wortel / kg,kg,11207,Januari,2023
Buncis,kg,10629,Januari,2023
Telur Ayam Kampung,kg,37263,Januari,2019
Ikan Kembung / kg,kg,33676,Januari,2023
Ikan Tuna / kg,kg,39635,Januari,2023
Ikan Tongkol / kg,kg,32598,Januari,2023
Ikan Cakalang / kg,kg,33540,Januari,2023
Beras Premium / kg,kg,12605,Februari,2023
Beras Mentik,kg,12155,Februari,2023
Beras Medium / kg,kg,10560,Februari,2023
Gula Kristal Putih / kg,kg,13149,Februari,2023
Minyak Goreng Bimoli Botol / Kemasan (Sps) 620 ml,620 ml,17014,Februari,2023
Minyak Goreng Curah / kg,kg,15627,Februari,2023
Minyak Goreng Kemasan Premium / liter,1 liter,20658,Februari,2023
Minyak Goreng Kemasan Premium 2 liter,2 Liter,39468,Februari,2023
Minyak Goreng Kemasan Sederhana / liter,1 Liter,16379,Februari,2023
Minyak Goreng MINYAKITA / liter,1 Liter,15072,Februari,2023
Minyak Goreng MINYAKITA Kemasan Pouch 1 Liter,1 Liter,15065,Februari,2023
Daging Sapi Paha Belakang / kg,kg,114795,Februari,2023
Daging Ayam Ras / kg,kg,30653,Februari,2023
Telur Ayam Kampung,kg,37602,Februari,2019
Telur Ayam Ras / kg,kg,26139,Februari,2023
Telur Ayam Kampung,kg,37297,Maret,2019
Susu Kental Manis Merk Bendera (397 gr/kl),397 gr/kl,11774,Februari,2023
Susu Kental Manis Merk Indomilk (390 gr/kl),390 gr/kl,11614,Februari,2023
Susu Bubuk Merk Bendera (Instant) / (400 gr/dos),400 gr/dos,39937,Februari,2023
Susu Bubuk Merk Indomilk (Instant) / (400 gr/dos),400 gr/dos,39003,Februari,2023
Jagung Pipilan Kering / kg,kg,7127,Februari,2023
Garam Beryodium  Bata / buah,Buah,1509,Februari,2023
Telur Ayam Kampung,kg,37646,April,2019
Tepung Terigu / kg,kg,11648,Februari,2023
Kacang Kedelai Impor / kg,kg,14389,Februari,2023
Kacang Kedelai Lokal,kg,13730,Februari,2023
Indomie Rasa Kari Ayam / bungkus,Bungkus,3025,Februari,2023
Cabe Merah Keriting / kg,kg,38209,Februari,2023
Cabe Merah Besar,kg,33469,Februari,2023
Cabe Rawit Merah / kg,kg,56786,Februari,2023
Bawang Merah,kg,36106,Februari,2023
Bawang Putih,kg,24818,Februari,2023
Ikan Asin Teri / kg,kg,73737,Februari,2023
Kacang Hijau / kg,kg,23078,Februari,2023
Kacang Tanah / kg,kg,27384,Februari,2023
Ketela Pohon / kg,kg,4651,Februari,2023
Kol/kubis (/kg),kg,8323,Februari,2023
Kentang / kg,kg,15077,Februari,2023
Tomat / kg,kg,6320,Februari,2023
Wortel / kg,kg,10437,Februari,2023
Buncis,kg,9975,Februari,2023
Telur Ayam Kampung,kg,37736,Mei,2019
Ikan Kembung / kg,kg,33218,Februari,2023
Ikan Tuna / kg,kg,39694,Februari,2023
Ikan Tongkol / kg,kg,32417,Februari,2023
Ikan Cakalang / kg,kg,33510,Februari,2023
Beras Premium / kg,kg,12486,Maret,2023
Beras Medium / kg,kg,10015,Maret,2023
Gula Kristal Putih / kg,kg,13135,Maret,2023
Minyak Goreng Curah / kg,kg,15451,Maret,2023
Minyak Goreng Kemasan Premium / liter,1 liter,20461,Maret,2023
Minyak Goreng Kemasan Sederhana / liter,1 Liter,16323,Maret,2023
Minyak Goreng MINYAKITA / liter,1 Liter,14676,Maret,2023
Daging Sapi Paha Belakang / kg,kg,115128,Maret,2023
Daging Ayam Ras / kg,kg,31462,Maret,2023
Telur Ayam Kampung,kg,37940,Juni,2019
Telur Ayam Ras / kg,kg,27441,Maret,2023
Telur Ayam Kampung,kg,38358,Juli,2019
Susu Kental Manis Merk Bendera (397 gr/kl),397 gr/kl,11872,Maret,2023
Susu Kental Manis Merk Indomilk (390 gr/kl),390 gr/kl,11724,Maret,2023
Susu Bubuk Merk Bendera (Instant) / (400 gr/dos),400 gr/dos,40031,Maret,2023
Susu Bubuk Merk Indomilk (Instant) / (400 gr/dos),400 gr/dos,39004,Maret,2023
Jagung Pipilan Kering / kg,kg,7122,Maret,2023
Garam Beryodium  Bata / buah,Buah,1478,Maret,2023
Telur Ayam Kampung,kg,38639,Agustus,2019
Tepung Terigu / kg,kg,11669,Maret,2023
Kacang Kedelai Impor / kg,kg,14223,Maret,2023
Kacang Kedelai Lokal,kg,13757,Maret,2023
Indomie Rasa Kari Ayam / bungkus,Bungkus,3037,Maret,2023
Cabe Merah Keriting / kg,kg,35464,Maret,2023
Cabe Merah Besar,kg,33927,Maret,2023
Cabe Rawit Merah / kg,kg,69065,Maret,2023
Bawang Merah,kg,32265,Maret,2023
Bawang Putih,kg,27812,Maret,2023
Ikan Asin Teri / kg,kg,74930,Maret,2023
Kacang Hijau / kg,kg,23419,Maret,2023
Kacang Tanah / kg,kg,27919,Maret,2023
Ketela Pohon / kg,kg,4658,Maret,2023
Kol/kubis (/kg),kg,7676,Maret,2023
Kentang / kg,kg,14925,Maret,2023
Tomat / kg,kg,8672,Maret,2023
Wortel / kg,kg,10032,Maret,2023
Buncis,kg,10407,Maret,2023
Telur Ayam Kampung,kg,38525,September,2019
Ikan Kembung / kg,kg,33483,Maret,2023
Ikan Tuna / kg,kg,39716,Maret,2023
Ikan Tongkol / kg,kg,32379,Maret,2023
Ikan Cakalang / kg,kg,33539,Maret,2023
Beras Premium / kg,kg,12571,April,2023
Beras Medium / kg,kg,10367,April,2023
Gula Kristal Putih / kg,kg,13124,April,2023
Minyak Goreng Curah / kg,kg,15188,April,2023
Minyak Goreng Kemasan Premium / liter,1 liter,20306,April,2023
Minyak Goreng Kemasan Sederhana / liter,1 Liter,16417,April,2023
Minyak Goreng MINYAKITA / liter,1 Liter,14746,April,2023
Daging Sapi Paha Belakang / kg,kg,117366,April,2023
Daging Ayam Ras / kg,kg,33856,April,2023
Telur Ayam Kampung,kg,38678,Oktober,2019
Telur Ayam Ras / kg,kg,26943,April,2023
Telur Ayam Kampung,kg,38816,November,2019
Susu Kental Manis Merk Bendera (397 gr/kl),397 gr/kl,11922,April,2023
Susu Kental Manis Merk Indomilk (390 gr/kl),390 gr/kl,11800,April,2023
Susu Bubuk Merk Bendera (Instant) / (400 gr/dos),400 gr/dos,40654,April,2023
Susu Bubuk Merk Indomilk (Instant) / (400 gr/dos),400 gr/dos,39492,April,2023
Jagung Pipilan Kering / kg,kg,7132,April,2023
Garam Beryodium  Bata / buah,Buah,1447,April,2023
Telur Ayam Kampung,kg,38913,Desember,2019
Tepung Terigu / kg,kg,11588,April,2023
Kacang Kedelai Impor / kg,kg,13956,April,2023
Kacang Kedelai Lokal,kg,13722,April,2023
Indomie Rasa Kari Ayam / bungkus,Bungkus,3063,April,2023
Cabe Merah Keriting / kg,kg,32275,April,2023
Cabe Merah Besar,kg,33157,April,2023
Cabe Rawit Merah / kg,kg,31820,April,2023
Bawang Merah,kg,31782,April,2023
Bawang Putih,kg,27270,April,2023
Ikan Asin Teri / kg,kg,75523,April,2023
Kacang Hijau / kg,kg,23781,April,2023
Kacang Tanah / kg,kg,28688,April,2023
Ketela Pohon / kg,kg,4679,April,2023
Kol/kubis (/kg),kg,7719,April,2023
Kentang / kg,kg,14801,April,2023
Tomat / kg,kg,11986,April,2023
Wortel / kg,kg,10349,April,2023
Buncis,kg,11202,April,2023
Telur Ayam Kampung,kg,38757,Januari,2020
Ikan Kembung / kg,kg,32898,April,2023
Ikan Tuna / kg,kg,39648,April,2023
Ikan Tongkol / kg,kg,32425,April,2023
Ikan Cakalang / kg,kg,33540,April,2023
Beras Premium / kg,kg,12624,Mei,2023
Beras Medium / kg,kg,10454,Mei,2023
Gula Kristal Putih / kg,kg,13258,Mei,2023
Minyak Goreng Curah / kg,kg,15187,Mei,2023
Minyak Goreng Kemasan Premium / liter,1 liter,20177,Mei,2023
Minyak Goreng Kemasan Sederhana / liter,1 Liter,16194,Mei,2023
Minyak Goreng MINYAKITA / liter,1 Liter,14708,Mei,2023
Daging Sapi Paha Belakang / kg,kg,116926,Mei,2023
Daging Ayam Ras / kg,kg,34742,Mei,2023
Telur Ayam Kampung,kg,38899,Februari,2020
Telur Ayam Ras / kg,kg,29293,Mei,2023
Telur Ayam Kampung,kg,39597,Maret,2020
Susu Kental Manis Merk Bendera (397 gr/kl),397 gr/kl,12012,Mei,2023
Susu Kental Manis Merk Indomilk (390 gr/kl),390 gr/kl,11778,Mei,2023
Susu Bubuk Merk Bendera (Instant) / (400 gr/dos),400 gr/dos,40759,Mei,2023
Susu Bubuk Merk Indomilk (Instant) / (400 gr/dos),400 gr/dos,39792,Mei,2023
Jagung Pipilan Kering / kg,kg,7195,Mei,2023
Garam Beryodium  Bata / buah,Buah,1471,Mei,2023
Telur Ayam Kampung,kg,39541,April,2020
Tepung Terigu / kg,kg,11645,Mei,2023
Kacang Kedelai Impor / kg,kg,13596,Mei,2023
Kacang Kedelai Lokal,kg,13631,Mei,2023
Indomie Rasa Kari Ayam / bungkus,Bungkus,3083,Mei,2023
Cabe Merah Keriting / kg,kg,28730,Mei,2023
Cabe Merah Besar,kg,31666,Mei,2023
Cabe Rawit Merah / kg,kg,30483,Mei,2023
Bawang Merah,kg,37531,Mei,2023
Bawang Putih,kg,31162,Mei,2023
Ikan Asin Teri / kg,kg,75555,Mei,2023
Kacang Hijau / kg,kg,23807,Mei,2023
Kacang Tanah / kg,kg,28798,Mei,2023
Ketela Pohon / kg,kg,4665,Mei,2023
Kol/kubis (/kg),kg,7613,Mei,2023
Kentang / kg,kg,14616,Mei,2023
Tomat / kg,kg,11065,Mei,2023
Wortel / kg,kg,10329,Mei,2023
Buncis,kg,12043,Mei,2023
Telur Ayam Kampung,kg,39015,Mei,2020
Ikan Kembung / kg,kg,33181,Mei,2023
Ikan Tuna / kg,kg,39333,Mei,2023
Ikan Tongkol / kg,kg,32309,Mei,2023
Ikan Cakalang / kg,kg,33119,Mei,2023
Beras Premium / kg,kg,12596,Juni,2023
Beras Medium / kg,kg,10381,Juni,2023
Gula Kristal Putih / kg,kg,13296,Juni,2023
Minyak Goreng Curah / kg,kg,15154,Juni,2023
Minyak Goreng Kemasan Premium / liter,1 liter,19903,Juni,2023
Minyak Goreng Kemasan Sederhana / liter,1 Liter,16090,Juni,2023
Minyak Goreng MINYAKITA / liter,1 Liter,14659,Juni,2023
Daging Sapi Paha Belakang / kg,kg,116590,Juni,2023
Daging Ayam Ras / kg,kg,37209,Juni,2023
Telur Ayam Kampung,kg,39100,Juni,2020
Telur Ayam Ras / kg,kg,29469,Juni,2023
Telur Ayam Kampung,kg,39297,Juli,2020
Susu Kental Manis Merk Bendera (397 gr/kl),397 gr/kl,12066,Juni,2023
Susu Kental Manis Merk Indomilk (390 gr/kl),390 gr/kl,11763,Juni,2023
Susu Bubuk Merk Bendera (Instant) / (400 gr/dos),400 gr/dos,40607,Juni,2023
Susu Bubuk Merk Indomilk (Instant) / (400 gr/dos),400 gr/dos,39451,Juni,2023
Jagung Pipilan Kering / kg,kg,7240,Juni,2023
Garam Beryodium  Bata / buah,Buah,1477,Juni,2023
Telur Ayam Kampung,kg,39339,Agustus,2020
Tepung Terigu / kg,kg,11634,Juni,2023
Kacang Kedelai Impor / kg,kg,13354,Juni,2023
Kacang Kedelai Lokal,kg,13550,Juni,2023
Indomie Rasa Kari Ayam / bungkus,Bungkus,3094,Juni,2023
Cabe Merah Keriting / kg,kg,27569,Juni,2023
Cabe Merah Besar,kg,31103,Juni,2023
Cabe Rawit Merah / kg,kg,33941,Juni,2023
Bawang Merah,kg,35344,Juni,2023
Bawang Putih,kg,33106,Juni,2023
Ikan Asin Teri / kg,kg,75456,Juni,2023
Kacang Hijau / kg,kg,23727,Juni,2023
Kacang Tanah / kg,kg,28460,Juni,2023
Ketela Pohon / kg,kg,4616,Juni,2023
Kol/kubis (/kg),kg,7597,Juni,2023
Kentang / kg,kg,14464,Juni,2023
Tomat / kg,kg,10838,Juni,2023
Wortel / kg,kg,10518,Juni,2023
Buncis,kg,11825,Juni,2023
Telur Ayam Kampung,kg,39218,September,2020
Ikan Kembung / kg,kg,32947,Juni,2023
Ikan Tuna / kg,kg,39219,Juni,2023
Ikan Tongkol / kg,kg,32311,Juni,2023
Ikan Cakalang / kg,kg,33043,Juni,2023
Beras Premium / kg,kg,12594,Juli,2023
Beras Medium / kg,kg,10328,Juli,2023
Gula Kristal Putih / kg,kg,13328,Juli,2023
Minyak Goreng Curah / kg,kg,15081,Juli,2023
Minyak Goreng Kemasan Premium / liter,1 liter,19787,Juli,2023
Minyak Goreng Kemasan Sederhana / liter,1 Liter,16036,Juli,2023
Minyak Goreng MINYAKITA / liter,1 Liter,14667,Juli,2023
Daging Sapi Paha Belakang / kg,kg,116391,Juli,2023
Daging Ayam Ras / kg,kg,37840,Juli,2023
Telur Ayam Kampung,kg,39228,Oktober,2020
Telur Ayam Ras / kg,kg,30066,Juli,2023
Telur Ayam Kampung,kg,39237,November,2020
Susu Kental Manis Merk Bendera (397 gr/kl),397 gr/kl,12071,Juli,2023
Susu Kental Manis Merk Indomilk (390 gr/kl),390 gr/kl,11778,Juli,2023
Susu Bubuk Merk Bendera (Instant) / (400 gr/dos),400 gr/dos,40631,Juli,2023
Susu Bubuk Merk Indomilk (Instant) / (400 gr/dos),400 gr/dos,39366,Juli,2023
Jagung Pipilan Kering / kg,kg,7298,Juli,2023
Garam Beryodium  Bata / buah,Buah,1474,Juli,2023
Telur Ayam Kampung,kg,39661,Desember,2020
Tepung Terigu / kg,kg,11611,Juli,2023
Kacang Kedelai Impor / kg,kg,13190,Juli,2023
Kacang Kedelai Lokal,kg,13384,Juli,2023
Indomie Rasa Kari Ayam / bungkus,Bungkus,3101,Juli,2023
Cabe Merah Keriting / kg,kg,28333,Juli,2023
Cabe Merah Besar,kg,30598,Juli,2023
Cabe Rawit Merah / kg,kg,28012,Juli,2023
Bawang Merah,kg,30233,Juli,2023
Bawang Putih,kg,35713,Juli,2023
Ikan Asin Teri / kg,kg,75263,Juli,2023
Kacang Hijau / kg,kg,23639,Juli,2023
Kacang Tanah / kg,kg,28324,Juli,2023
Ketela Pohon / kg,kg,4624,Juli,2023
Kol/kubis (/kg),kg,7370,Juli,2023
Kentang / kg,kg,15172,Juli,2023
Tomat / kg,kg,7564,Juli,2023
Wortel / kg,kg,11478,Juli,2023
Buncis,kg,11841,Juli,2023
Telur Ayam Kampung,kg,39881,Januari,2021
Ikan Kembung / kg,kg,33078,Juli,2023
Ikan Tuna / kg,kg,39115,Juli,2023
Ikan Tongkol / kg,kg,32381,Juli,2023
Ikan Cakalang / kg,kg,33395,Juli,2023
Beras Premium / kg,kg,12707,Agustus,2023
Beras Medium / kg,kg,10404,Agustus,2023
Gula Kristal Putih / kg,kg,13331,Agustus,2023
Minyak Goreng Curah / kg,kg,14996,Agustus,2023
Minyak Goreng Kemasan Premium / liter,1 liter,19764,Agustus,2023
Minyak Goreng Kemasan Sederhana / liter,1 Liter,16032,Agustus,2023
Minyak Goreng MINYAKITA / liter,1 Liter,14646,Agustus,2023
Daging Sapi Paha Belakang / kg,kg,116421,Agustus,2023
Daging Ayam Ras / kg,kg,35237,Agustus,2023
Telur Ayam Kampung,kg,39961,Februari,2021
Telur Ayam Ras / kg,kg,28612,Agustus,2023
Telur Ayam Kampung,kg,40234,Maret,2021
Susu Kental Manis Merk Bendera (397 gr/kl),397 gr/kl,12099,Agustus,2023
Susu Kental Manis Merk Indomilk (390 gr/kl),390 gr/kl,11755,Agustus,2023
Susu Bubuk Merk Bendera (Instant) / (400 gr/dos),400 gr/dos,40355,Agustus,2023
Susu Bubuk Merk Indomilk (Instant) / (400 gr/dos),400 gr/dos,39103,Agustus,2023
Jagung Pipilan Kering / kg,kg,7331,Agustus,2023
Garam Beryodium  Bata / buah,Buah,1466,Agustus,2023
Telur Ayam Kampung,kg,40226,April,2021
Tepung Terigu / kg,kg,11536,Agustus,2023
Kacang Kedelai Impor / kg,kg,13193,Agustus,2023
Kacang Kedelai Lokal,kg,13385,Agustus,2023
Indomie Rasa Kari Ayam / bungkus,Bungkus,3130,Agustus,2023
Cabe Merah Keriting / kg,kg,32206,Agustus,2023
Cabe Merah Besar,kg,31254,Agustus,2023
Cabe Rawit Merah / kg,kg,37075,Agustus,2023
Bawang Merah,kg,22736,Agustus,2023
Bawang Putih,kg,34568,Agustus,2023
Ikan Asin Teri / kg,kg,75468,Agustus,2023
Kacang Hijau / kg,kg,23535,Agustus,2023
Kacang Tanah / kg,kg,28288,Agustus,2023
Ketela Pohon / kg,kg,4619,Agustus,2023
Kol/kubis (/kg),kg,6979,Agustus,2023
Kentang / kg,kg,15995,Agustus,2023
Tomat / kg,kg,7227,Agustus,2023
Wortel / kg,kg,11962,Agustus,2023
Buncis,kg,9889,Agustus,2023
Telur Ayam Kampung,kg,40128,Mei,2021
Ikan Kembung / kg,kg,33239,Agustus,2023
Ikan Tuna / kg,kg,39056,Agustus,2023
Ikan Tongkol / kg,kg,32369,Agustus,2023
Ikan Cakalang / kg,kg,33745,Agustus,2023
Beras Premium / kg,kg,13515,September,2023
Beras Medium / kg,kg,11314,September,2023
Gula Kristal Putih / kg,kg,13739,September,2023
Minyak Goreng Curah / kg,kg,14970,September,2023
Minyak Goreng Kemasan Premium / liter,1 liter,19594,September,2023
Minyak Goreng Kemasan Sederhana / liter,1 Liter,15983,September,2023
Minyak Goreng MINYAKITA / liter,1 Liter,14586,September,2023
Daging Sapi Paha Belakang / kg,kg,116401,September,2023
Daging Ayam Ras / kg,kg,35407,September,2023
Telur Ayam Kampung,kg,40147,Juni,2021
Telur Ayam Ras / kg,kg,25755,September,2023
Telur Ayam Kampung,kg,40553,Juli,2021
Susu Kental Manis Merk Bendera (397 gr/kl),397 gr/kl,12105,September,2023
Susu Kental Manis Merk Indomilk (390 gr/kl),390 gr/kl,11849,September,2023
Susu Bubuk Merk Bendera (Instant) / (400 gr/dos),400 gr/dos,40210,September,2023
Susu Bubuk Merk Indomilk (Instant) / (400 gr/dos),400 gr/dos,39107,September,2023
Jagung Pipilan Kering / kg,kg,7414,September,2023
Garam Beryodium  Bata / buah,Buah,1478,September,2023
Telur Ayam Kampung,kg,40473,Agustus,2021
Tepung Terigu / kg,kg,11507,September,2023
Kacang Kedelai Impor / kg,kg,13161,September,2023
Kacang Kedelai Lokal,kg,13382,September,2023
Indomie Rasa Kari Ayam / bungkus,Bungkus,3128,September,2023
Cabe Merah Keriting / kg,kg,29771,September,2023
Cabe Merah Besar,kg,30435,September,2023
Cabe Rawit Merah / kg,kg,25969,September,2023
Bawang Merah,kg,19639,September,2023
Bawang Putih,kg,32790,September,2023
Ikan Asin Teri / kg,kg,75502,September,2023
Kacang Hijau / kg,kg,23250,September,2023
Kacang Tanah / kg,kg,28192,September,2023
Ketela Pohon / kg,kg,4660,September,2023
Kol/kubis (/kg),kg,6948,September,2023
Kentang / kg,kg,16640,September,2023
Tomat / kg,kg,6762,September,2023
Wortel / kg,kg,12373,September,2023
Buncis,kg,10001,September,2023
Telur Ayam Kampung,kg,40134,September,2021
Ikan Kembung / kg,kg,32955,September,2023
Ikan Tuna / kg,kg,39076,September,2023
Ikan Tongkol / kg,kg,32251,September,2023
Ikan Cakalang / kg,kg,33955,September,2023
Beras Premium / kg,kg,13856,Oktober,2023
Beras Medium / kg,kg,11505,Oktober,2023
Gula Kristal Putih / kg,kg,14628,Oktober,2023
Minyak Goreng Curah / kg,kg,14894,Oktober,2023
Minyak Goreng Kemasan Premium / liter,1 liter,19498,Oktober,2023
Minyak Goreng Kemasan Sederhana / liter,1 Liter,15948,Oktober,2023
Minyak Goreng MINYAKITA / liter,1 Liter,14604,Oktober,2023
Daging Sapi Paha Belakang / kg,kg,116526,Oktober,2023
Daging Ayam Ras / kg,kg,34966,Oktober,2023
Telur Ayam Kampung,kg,39811,Oktober,2021
Telur Ayam Ras / kg,kg,24702,Oktober,2023
Telur Ayam Kampung,kg,40052,November,2021
Susu Kental Manis Merk Bendera (397 gr/kl),397 gr/kl,12156,Oktober,2023
Susu Kental Manis Merk Indomilk (390 gr/kl),390 gr/kl,11934,Oktober,2023
Susu Bubuk Merk Bendera (Instant) / (400 gr/dos),400 gr/dos,40239,Oktober,2023
Susu Bubuk Merk Indomilk (Instant) / (400 gr/dos),400 gr/dos,39175,Oktober,2023
Jagung Pipilan Kering / kg,kg,7554,Oktober,2023
Garam Beryodium  Bata / buah,Buah,1486,Oktober,2023
Telur Ayam Kampung,kg,40129,Desember,2021
Tepung Terigu / kg,kg,11467,Oktober,2023
Kacang Kedelai Impor / kg,kg,13238,Oktober,2023
Kacang Kedelai Lokal,kg,13369,Oktober,2023
Indomie Rasa Kari Ayam / bungkus,Bungkus,3128,Oktober,2023
Cabe Merah Keriting / kg,kg,33995,Oktober,2023
Cabe Merah Besar,kg,31724,Oktober,2023
Cabe Rawit Merah / kg,kg,44195,Oktober,2023
Bawang Merah,kg,18924,Oktober,2023
Bawang Putih,kg,31920,Oktober,2023
Ikan Asin Teri / kg,kg,75865,Oktober,2023
Kacang Hijau / kg,kg,22839,Oktober,2023
Kacang Tanah / kg,kg,28173,Oktober,2023
Ketela Pohon / kg,kg,4693,Oktober,2023
Kol/kubis (/kg),kg,7133,Oktober,2023
Kentang / kg,kg,16033,Oktober,2023
Tomat / kg,kg,6115,Oktober,2023
Wortel / kg,kg,12671,Oktober,2023
Buncis,kg,12228,Oktober,2023
Telur Ayam Kampung,kg,40849,Januari,2022
Ikan Kembung / kg,kg,33030,Oktober,2023
Ikan Tuna / kg,kg,38925,Oktober,2023
Ikan Tongkol / kg,kg,32389,Oktober,2023
Ikan Cakalang / kg,kg,34248,Oktober,2023
Beras Premium / kg,kg,13931,November,2023
Beras Medium / kg,kg,11313,November,2023
Gula Kristal Putih / kg,kg,15864,November,2023
Minyak Goreng Curah / kg,kg,14859,November,2023
Minyak Goreng Kemasan Premium / liter,1 liter,19268,November,2023
Minyak Goreng Kemasan Sederhana / liter,1 Liter,15938,November,2023
Minyak Goreng MINYAKITA / liter,1 Liter,14564,November,2023
Daging Sapi Paha Belakang / kg,kg,116677,November,2023
Daging Ayam Ras / kg,kg,33404,November,2023
Telur Ayam Kampung,kg,41432,Februari,2022
Telur Ayam Ras / kg,kg,25863,November,2023
Telur Ayam Kampung,kg,41582,Maret,2022
Susu Kental Manis Merk Bendera (397 gr/kl),397 gr/kl,12197,November,2023
Susu Kental Manis Merk Indomilk (390 gr/kl),390 gr/kl,11956,November,2023
Susu Bubuk Merk Bendera (Instant) / (400 gr/dos),400 gr/dos,40201,November,2023
Susu Bubuk Merk Indomilk (Instant) / (400 gr/dos),400 gr/dos,39211,November,2023
Jagung Pipilan Kering / kg,kg,7636,November,2023
Garam Beryodium  Bata / buah,Buah,1503,November,2023
Telur Ayam Kampung,kg,41907,April,2022
Tepung Terigu / kg,kg,11421,November,2023
Kacang Kedelai Impor / kg,kg,13465,November,2023
Kacang Kedelai Lokal,kg,13457,November,2023
Indomie Rasa Kari Ayam / bungkus,Bungkus,3132,November,2023
Cabe Merah Keriting / kg,kg,58062,November,2023
Cabe Merah Besar,kg,53558,November,2023
Cabe Rawit Merah / kg,kg,74364,November,2023
Bawang Merah,kg,23199,November,2023
Bawang Putih,kg,30777,November,2023
